Model,config_key,K,lam_lin,lam_nonlin,seed,selected_by_validation,pred_r2,sharpe,phi,drift
ResCAE,"cae:(2, 0.05, 0.0005)",2,0.05,0.0005,10,False,0.016694605350494385,0.49302890900547636,2.7927715046871514e-06,0.9296512603759766
ResCAE,"cae:(2, 0.05, 0.0005)",2,0.05,0.0005,30,False,0.01743680238723755,0.5156664597888917,5.925607876243394e-07,0.878375232219696
ResCAE,"cae:(2, 0.05, 0.0005)",2,0.05,0.0005,45,False,0.017670273780822754,0.49342590680761517,2.1025414214954973e-06,0.9373236894607544
ResCAE,"cae:(2, 0.05, 0.0005)",2,0.05,0.0005,99,False,0.016873061656951904,0.4949101761510968,5.46603825779016e-06,0.9352221488952637
ResCAE,"cae:(2, 0.05, 0.0005)",2,0.05,0.0005,2048,False,0.017214477062225342,0.5150018821006626,3.300523461426896e-08,0.8922029733657837
ResCAE,"cae:(2, 0.1, 1e-06)",2,0.1,1e-06,10,False,0.011013507843017578,0.6186297948382814,0.9999998412123586,1.0001275539398193
ResCAE,"cae:(2, 0.1, 1e-06)",2,0.1,1e-06,30,False,0.008169829845428467,0.5075645808447254,0.5715901826146684,0.5431068539619446
ResCAE,"cae:(2, 0.1, 1e-06)",2,0.1,1e-06,45,False,0.006454348564147949,0.5414868695806911,0.999999637916554,0.9999233484268188
ResCAE,"cae:(2, 0.1, 1e-06)",2,0.1,1e-06,99,False,0.0118790864944458,0.5559871341842104,0.9999999075572108,1.0000678300857544
ResCAE,"cae:(2, 0.1, 1e-06)",2,0.1,1e-06,2048,False,0.00985783338546753,0.5985815355148875,0.7897649988195702,0.6491612792015076
ResCAE,"cae:(2, 0.1, 1e-05)",2,0.1,1e-05,10,False,0.01772207021713257,0.5079986378981165,6.544976854546088e-08,0.7780117988586426
ResCAE,"cae:(2, 0.1, 1e-05)",2,0.1,1e-05,30,False,0.01629781723022461,0.4529448314766586,3.727309860895844e-07,0.8180562257766724
ResCAE,"cae:(2, 0.1, 1e-05)",2,0.1,1e-05,45,False,0.016254782676696777,0.5219080589800652,3.639377086971413e-08,0.6905526518821716
